#From,To,Type (1: Power Flow ; 2:Power Injection; 3: Voltage Angle)
3165,8184,1
3166,1539,1
3166,7361,1
3167,2994,1
3169,9206,1
3170,6229,1
3171,6258,1
3171,8091,1
3172,4531,1
3172,5659,1
3173,7432,1
3173,8768,1
3173,9125,1
3174,882,1
3175,7333,1
3176,17,1
3176,8955,1
3177,1464,1
3178,2116,1
3178,6499,1
3178,7283,1
3180,7891,1
3181,5358,1
3182,1984,1
3182,2760,1
3183,8515,1
3186,1000,1
3186,8493,1
3188,4348,1
3188,4832,1
3189,4498,1
3190,6263,1
3191,6114,1
3191,8711,1
3192,971,1
3192,1321,1
3192,4903,1
3192,8583,1
3193,2764,1
3196,105,1
3196,5302,1
3196,7044,1
3197,4961,1
3198,2118,1
3198,5501,1
3198,8811,1
3200,2653,1
3201,2445,1
3201,5496,1
3205,1644,1
3205,3483,1
3206,7844,1
3207,3685,1
3208,1429,1
3210,4021,1
3210,4825,1
3210,5674,1
3211,3478,1
3212,8,1
3213,2170,1
3214,4365,1
3214,4531,1
3215,2745,1
3215,8492,1
3216,2748,1
3217,1573,1
3217,3799,1
3218,1857,1
3219,3607,1
3220,7928,1
3221,805,1
3228,4564,1
3228,5014,1
3229,8532,1
3230,8083,1
3232,895,1
3233,2844,1
3235,7441,1
3236,2738,1
3236,3046,1
3236,8398,1
3239,1081,1
3239,1539,1
3239,3906,1
3239,5983,1
3239,8267,1
3240,4143,1
3240,6887,1
3240,7523,1
3240,8158,1
3241,4544,1
3242,271,1
3242,1611,1
3242,3659,1
3243,1027,1
3245,2858,1
3246,124,1
3246,432,1
3247,7020,1
3250,4282,1
3250,8351,1
3251,966,1
3253,3156,1
3254,4226,1
3254,6605,1
3255,1803,1
3256,8088,1
3258,3395,1
3259,4208,1
3259,7330,1
3260,541,1
3260,1805,1
3261,6336,1
3262,246,1
3263,1084,1
3263,3669,1
3264,2038,1
3265,441,1
3265,1025,1
3265,1339,1
3265,3007,1
3266,3054,1
3267,4866,1
3268,6397,1
3269,2065,1
3269,5422,1
3270,7512,1
3270,8868,1
3271,1054,1
3272,5245,1
3272,6200,1
3275,266,1
3275,4931,1
3276,7635,1
3277,1557,1
3277,5693,1
3277,8690,1
3277,8905,1
3278,7239,1
3279,659,1
3281,480,1
3281,3572,1
3282,4095,1
3282,4855,1
3285,3884,1
3285,4680,1
3286,2588,1
3290,372,1
3290,1606,1
3290,3648,1
3290,6366,1
3291,3233,1
3293,7264,1
3294,6055,1
3295,5484,1
3295,8082,1
3296,176,1
3297,8394,1
3298,3632,1
3299,6998,1
3300,2802,1
3301,2974,1
3301,3280,1
3302,2396,1
3302,6812,1
3303,8520,1
3304,6124,1
3305,7733,1
3307,5535,1
3307,6875,1
3308,7870,1
3309,521,1
3310,4441,1
3311,8140,1
3312,1490,1
3315,632,1
3316,4385,1
3316,7768,1
3317,3982,1
3317,6507,1
3319,8292,1
3319,8899,1
3320,176,1
3320,2434,1
3322,2069,1
3323,4377,1
3323,7908,1
3326,4244,1
3326,8449,1
3326,9040,1
3328,3120,1
3328,4444,1
3329,5804,1
3330,192,1
3330,1907,1
3330,3349,1
3330,7412,1
3331,3204,1
3331,8677,1
3332,491,1
3332,1258,1
3332,2196,1
3332,4085,1
3332,6130,1
3332,6440,1
3333,1628,1
3333,2326,1
3334,7002,1
3334,8087,1
3335,2002,1
3335,3723,1
3335,4059,1
3335,8298,1
3337,402,1
3337,2200,1
3338,6849,1
3340,2588,1
3340,5343,1
3340,9230,1
3341,4259,1
3342,8087,1
3343,2371,1
3343,6482,1
3344,6616,1
3345,7558,1
3347,510,1
3349,192,1
3349,1029,1
3349,5495,1
3349,6894,1
3349,8851,1
3351,1814,1
3351,2121,1
3351,5577,1
3351,6444,1
3351,7664,1
3352,662,1
3352,8432,1
3353,6887,1
3354,1222,1
3355,9230,1
3356,4697,1
3356,8692,1
3358,2175,1
3359,1505,1
3359,2462,1
3359,7578,1
3360,5138,1
3361,4298,1
3362,5050,1
3363,3530,1
3363,7195,1
3364,8515,1
3365,5964,1
3366,675,1
3368,6190,1
3370,3968,1
3371,5721,1
3372,4801,1
3372,7521,1
3373,3706,1
3374,878,1
3374,7450,1
3375,1387,1
3375,6995,1
3378,3233,1
3378,3291,1
3378,6397,1
3379,1054,1
3380,4155,1
3381,419,1
3381,1107,1
3382,7611,1
3383,6128,1
3384,1480,1
3384,2615,1
3385,2580,1
3386,5757,1
3387,3309,1
3390,408,1
3390,3293,1
3391,5213,1
3392,5879,1
3393,3729,1
3393,7215,1
3394,155,1
3394,8418,1
3395,5402,1
3396,439,1
3396,3127,1
3396,6900,1
3397,6045,1
3399,2568,1
3399,7590,1
3401,2426,1
3401,5351,1
3402,3045,1
3402,3628,1
3404,7625,1
3405,963,1
3406,6165,1
3407,4876,1
3409,1716,1
3411,2250,1
3412,432,1
3413,2734,1
3416,5825,1
3417,2399,1
3419,1715,1
3420,8768,1
3421,66,1
3421,3094,1
3421,6739,1
3422,4100,1
3423,260,1
3423,2828,1
3423,4099,1
3423,5680,1
3423,5909,1
3423,6307,1
3423,7410,1
3423,8022,1
3424,6553,1
3424,8262,1
3426,2082,1
3426,6462,1
3426,6587,1
3427,1752,1
3427,2301,1
3427,6949,1
3427,9028,1
3428,1439,1
3430,401,1
3431,6870,1
3431,8851,1
3431,8938,1
3432,4284,1
3433,4201,1
3433,4540,1
3434,6317,1
3434,7397,1
3436,4239,1
3437,2163,1
3437,7790,1
3438,2771,1
3439,2640,1
3441,479,1
3441,5050,1
3443,6356,1
3445,2848,1
3445,7056,1
3445,7264,1
3446,3290,1
3447,4966,1
3448,1930,1
3448,2876,1
3448,3653,1
3449,1656,1
3449,4680,1
3451,7516,1
3452,949,1
3453,5407,1
3454,791,1
3454,2013,1
3455,998,1
3455,1761,1
3455,2869,1
3455,5928,1
3456,2745,1
3457,131,1
3457,3414,1
3457,5750,1
3457,6856,1
3458,203,1
3459,1881,1
3459,1975,1
3460,1735,1
3460,4287,1
3462,2077,1
3462,4413,1
3462,6582,1
3463,5950,1
3465,7538,1
3465,8320,1
3467,963,1
3467,6547,1
3467,8447,1
3467,8914,1
3468,8661,1
3469,8850,1
3470,274,1
3470,1753,1
3470,8665,1
3471,2004,1
3472,5172,1
3474,5966,1
3475,6893,1
3477,5086,1
3477,7882,1
3479,4154,1
3479,5232,1
3479,8638,1
3481,554,1
3481,2083,1
3482,4476,1
3483,4379,1
3483,4435,1
3483,5971,1
3484,4964,1
3484,5843,1
3485,1156,1
3487,1121,1
3488,5836,1
3489,3813,1
3490,35,1
3492,416,1
3492,8310,1
3493,271,1
3493,7563,1
3494,4323,1
3494,5527,1
3494,5807,1
3496,1551,1
3497,3182,1
3497,6202,1
3498,163,1
3498,2563,1
3499,4231,1
3499,5144,1
3499,7640,1
3500,8871,1
3501,2104,1
3502,9002,1
3503,6475,1
3505,7455,1
3506,955,1
3506,2441,1
3506,2908,1
3507,364,1
3508,6962,1
3509,4863,1
3510,4335,1
3510,6256,1
3511,1783,1
3512,5991,1
3513,1043,1
3513,3499,1
3514,1667,1
3514,7771,1
3515,5209,1
3515,9040,1
3516,5197,1
3516,7033,1
3517,711,1
3518,4190,1
3519,9101,1
3520,2155,1
3521,3287,1
3521,3458,1
3524,7077,1
3525,5377,1
3527,675,1
3527,7486,1
3528,6705,1
3529,2487,1
3530,1330,1
3531,2415,1
3532,6976,1
3533,242,1
3533,629,1
3533,1067,1
3533,1268,1
3533,2891,1
3533,5523,1
3533,5909,1
3534,45,1
3535,7582,1
3536,2251,1
3537,1588,1
3538,351,1
3538,1392,1
3538,3878,1
3538,6835,1
3539,1675,1
3539,2906,1
3540,399,1
3541,1566,1
3541,2308,1
3543,1833,1
3543,3830,1
3543,5308,1
3544,869,1
3544,4542,1
3545,2142,1
3546,2756,1
3547,1856,1
3547,5368,1
3548,1289,1
3549,6544,1
3550,1924,1
3551,2590,1
3551,7376,1
3553,4405,1
3553,8092,1
3555,4913,1
3555,5307,1
3557,4936,1
3558,150,1
3559,677,1
3560,4283,1
3561,2292,1
3561,5661,1
3561,8901,1
3563,5302,1
3564,6379,1
3568,7950,1
3569,8598,1
3570,6317,1
3570,9005,1
3571,1279,1
3572,457,1
3573,1061,1
3573,9147,1
3574,2620,1
3574,4935,1
3574,7695,1
3576,8797,1
3577,1758,1
3581,4475,1
3582,2096,1
3583,309,1
3583,4647,1
3583,5896,1
3583,8123,1
3584,4177,1
3585,6504,1
3587,693,1
3587,4290,1
3588,5112,1
3589,502,1
3590,7337,1
3592,4632,1
3593,4751,1
3593,6241,1
3594,2850,1
3594,3486,1
3596,7403,1
3599,3389,1
3599,5468,1
3603,2220,1
3603,8519,1
3605,1257,1
3606,2094,1
3606,7650,1
3606,7741,1
3608,6664,1
3610,1833,1
3611,7972,1
3612,3292,1
3612,6782,1
3616,734,1
3616,1837,1
3616,5863,1
3616,8330,1
3617,1497,1
3617,4501,1
3618,2417,1
3619,4781,1
3620,4774,1
3620,7884,1
3621,1421,1
3622,963,1
3622,3978,1
3622,4022,1
3623,7927,1
3626,2422,1
3628,7408,1
3631,4334,1
3632,4073,1
3632,4080,1
3632,7106,1
3632,8042,1
3633,1418,1
3633,7632,1
3634,2317,1
3634,2594,1
3634,6892,1
3637,9193,1
3638,4347,1
3638,8136,1
3639,5076,1
3639,5621,1
3640,7010,1
3641,5424,1
3642,1751,1
3642,3751,1
3644,4428,1
3646,1509,1
3649,1483,1
3649,7466,1
3651,895,1
3652,8106,1
3652,9031,1
3654,2928,1
3655,5380,1
3656,2291,1
3656,3114,1
3656,3436,1
3657,8722,1
3658,3418,1
3658,5770,1
3660,4523,1
3660,4640,1
3660,7370,1
3662,1475,1
3662,7395,1
3662,8242,1
3663,263,1
3663,7527,1
3665,6544,1
3666,998,1
3666,1166,1
3667,391,1
3667,2856,1
3668,7781,1
3669,6867,1
3669,8821,1
3672,5334,1
3673,8953,1
3674,616,1
3675,2411,1
3675,8095,1
3676,977,1
3676,8822,1
3679,2018,1
3679,3915,1
3680,795,1
3680,2719,1
3680,7473,1
3682,2209,1
3684,4325,1
3684,8580,1
3686,1231,1
3688,5629,1
3690,6147,1
3691,7018,1
3692,9201,1
3693,8460,1
3694,2182,1
3695,7185,1
3697,1552,1
3697,6952,1
3697,7530,1
3698,5297,1
3699,927,1
3699,5451,1
3700,355,1
3700,4263,1
3701,9189,1
3702,1145,1
3704,2542,1
3705,191,1
3707,8765,1
3709,5580,1
3711,552,1
3711,1174,1
3711,2894,1
3711,8197,1
3712,8792,1
3714,624,1
3714,4718,1
3717,3688,1
3717,4848,1
3718,9189,1
3719,5504,1
3719,9153,1
3720,4695,1
3721,8857,1
3722,1700,1
3722,8102,1
3724,6541,1
3725,5312,1
3725,7687,1
3726,1671,1
3726,2829,1
3727,2016,1
3727,6724,1
3727,7971,1
3727,8517,1
3728,2564,1
3729,282,1
3729,3732,1
3731,760,1
3731,5175,1
3733,4263,1
3735,7710,1
3737,5441,1
3738,493,1
3741,809,1
3742,3569,1
3743,2519,1
3744,6239,1
3746,332,1
3746,1171,1
3746,3781,1
3747,988,1
3748,1686,1
3748,5547,1
3748,8418,1
3749,5365,1
3750,7687,1
3753,7725,1
3755,543,1
3756,8382,1
3757,535,1
3757,5070,1
3758,2242,1
3758,8439,1
3759,2736,1
3759,3189,1
3759,6900,1
3760,225,1
3760,5857,1
3761,4167,1
3762,2835,1
3763,2596,1
3763,7773,1
3764,936,1
3765,636,1
3766,6044,1
3767,5945,1
3768,2751,1
3770,7595,1
3770,8570,1
3771,8832,1
3772,680,1
3773,9183,1
3774,3385,1
3774,5166,1
3776,3509,1
3777,3479,1
3777,4941,1
3778,3888,1
3778,8172,1
3779,161,1
3780,1258,1
3782,378,1
3782,2573,1
3782,2948,1
3782,3015,1
3782,8610,1
3783,5291,1
3783,6646,1
3783,8597,1
3783,9103,1
3784,158,1
3784,5169,1
3785,2405,1
3785,6553,1
3786,4144,1
3786,5460,1
3788,4558,1
3788,7112,1
3789,1823,1
3789,2726,1
3791,5517,1
3792,710,1
3792,6299,1
3792,6499,1
3792,6879,1
3792,8138,1
3793,658,1
3794,6738,1
3795,4070,1
3795,8506,1
3796,6500,1
3797,966,1
3798,1121,1
3799,2452,1
3799,3800,1
3799,9074,1
3801,2321,1
3801,4934,1
3802,7946,1
3803,6931,1
3803,6979,1
3804,5619,1
3806,4649,1
3806,7141,1
3808,372,1
3811,8608,1
3811,9236,1
3812,5496,1
3812,6113,1
3813,1347,1
3813,5500,1
3814,954,1
3815,1511,1
3815,6081,1
3816,2574,1
3816,4168,1
3817,5490,1
3819,6275,1
3820,2911,1
3821,1173,1
3821,2946,1
3822,5098,1
3823,1610,1
3823,3343,1
3824,4962,1
3825,6475,1
3826,5999,1
3827,3199,1
3828,3730,1
3829,7229,1
3830,7537,1
3832,1859,1
3832,6210,1
3833,3043,1
3834,1262,1
3835,4366,1
3836,796,1
3836,879,1
3836,3170,1
3837,3624,1
3837,5861,1
3838,2543,1
3838,5161,1
3839,4671,1
3840,849,1
3842,6065,1
3842,7384,1
3843,8534,1
3844,3547,1
3844,6599,1
3846,2271,1
3846,6263,1
3846,7018,1
3849,4137,1
3851,5115,1
3852,4779,1
3852,6497,1
3853,3915,1
3853,7671,1
3854,4146,1
3854,5806,1
3854,8134,1
3855,1973,1
3855,3657,1
3856,2911,1
3856,3167,1
3856,7292,1
3857,4491,1
3859,5673,1
3860,7684,1
3861,8768,1
3862,3976,1
3864,223,1
3867,6347,1
3870,6087,1
3872,6044,1
3874,7268,1
3876,6416,1
3877,4149,1
3877,6803,1
3878,1052,1
3879,5560,1
3879,7698,1
3879,9156,1
3882,1696,1
3882,5251,1
3883,8020,1
3885,1095,1
3885,1905,1
3885,8322,1
3885,9144,1
3886,2472,1
3886,6336,1
3886,8699,1
3887,1951,1
3887,2269,1
3887,4430,1
3887,5601,1
3887,7393,1
3887,8221,1
3889,3223,1
3890,1682,1
3891,140,1
3891,8510,1
3892,3238,1
3893,8801,1
3894,3865,1
3894,6405,1
3895,3351,1
3896,2673,1
3896,5654,1
3898,1330,1
3899,3452,1
3900,3103,1
3901,5030,1
3903,4114,1
3904,596,1
3905,1147,1
3905,2387,1
3905,3854,1
3905,8602,1
3906,757,1
3906,3022,1
3906,9150,1
3908,8212,1
3909,7293,1
3910,144,1
3911,6360,1
3911,8591,1
3912,3740,1
3912,4301,1
3912,7885,1
3913,6421,1
3916,1526,1
3916,5803,1
3916,7571,1
3917,504,1
3917,4803,1
3918,7267,1
3919,2129,1
3919,3513,1
3920,2465,1
3921,1190,1
3922,5169,1
3923,6065,1
3923,8269,1
3924,940,1
3924,9016,1
3926,4408,1
3927,6976,1
3927,7546,1
3928,2563,1
3930,3147,1
3932,1109,1
3932,1848,1
3933,384,1
3933,8394,1
3934,5754,1
3934,8955,1
3936,1926,1
3936,3179,1
3936,5834,1
3936,9229,1
3938,141,1
3938,3720,1
3939,2818,1
3940,5389,1
3941,3566,1
3942,825,1
3942,3371,1
3943,1329,1
3943,8595,1
3944,1120,1
3944,1663,1
3945,2867,1
3946,4265,1
3946,7402,1
3947,3905,1
3949,4453,1
3952,6726,1
3954,2497,1
3954,5797,1
3955,4111,1
3956,7507,1
3959,2718,1
3959,6796,1
3961,1411,1
3962,1833,1
3962,6472,1
3963,5493,1
3965,2318,1
3966,807,1
3966,1074,1
3966,5890,1
3970,4881,1
3972,1303,1
3973,1915,1
3974,1255,1
3975,933,1
3976,2157,1
3977,8125,1
3980,668,1
3980,3870,1
3981,36,1
3981,1199,1
3981,1641,1
3981,2041,1
3982,7140,1
3984,3139,1
3984,4299,1
3985,4110,1
3985,7857,1
3986,8705,1
3987,3186,1
3988,5445,1
3989,7032,1
3990,5815,1
3991,3848,1
3991,7493,1
3992,6078,1
3993,5133,1
3994,4025,1
3996,2013,1
3996,6937,1
3996,8924,1
3997,1526,1
3999,9014,1
3999,9185,1
4000,4852,1
4001,4377,1
4002,3251,1
4002,3607,1
4002,6601,1
4003,5781,1
4004,5112,1
4005,2177,1
4007,7888,1
4008,6006,1
4010,730,1
4012,1587,1
4012,3349,1
4012,5495,1
4013,610,1
4015,2802,1
4017,8524,1
4018,2856,1
4020,8034,1
4022,3856,1
4023,92,1
4023,4723,1
4023,6508,1
4023,6667,1
4025,3918,1
4027,7359,1
4028,4232,1
4028,5176,1
4028,7242,1
4032,5738,1
4033,192,1
4033,1587,1
4033,4012,1
4033,8938,1
4034,2218,1
4034,3713,1
4035,5885,1
4035,6670,1
4036,5577,1
4037,7664,1
4041,5428,1
4042,4955,1
4043,109,1
4043,1134,1
4043,6640,1
4044,572,1
4044,3062,1
4045,1053,1
4045,2209,1
4047,417,1
4047,5104,1
4048,6639,1
4048,7317,1
4049,883,1
4051,5640,1
4052,1258,1
4052,3332,1
4052,6130,1
4052,8193,1
4053,5095,1
4053,6849,1
4053,6918,1
4053,7397,1
4055,9107,1
4057,6393,1
4057,7136,1
4059,6282,1
4060,3656,1
4060,5393,1
4061,4983,1
4062,1599,1
4062,8079,1
4064,5390,1
4065,5637,1
4065,7121,1
4066,3135,1
4067,1490,1
4067,3600,1
4067,7080,1
4069,5467,1
4071,1113,1
4072,5569,1
4073,8077,1
4074,6585,1
4074,8410,1
4074,9195,1
4076,3551,1
4077,7442,1
4079,153,1
4080,3296,1
4080,6527,1
4081,3027,1
4081,8260,1
4082,5246,1
4082,6442,1
4082,6582,1
4083,4853,1
4083,8160,1
4084,2878,1
4084,3971,1
4085,6130,1
4085,7093,1
4087,4077,1
4087,5897,1
4087,6283,1
4087,7856,1
4088,2487,1
4089,1468,1
4089,2983,1
4089,3807,1
4091,6098,1
4092,5896,1
4093,4887,1
4094,1688,1
4095,1942,1
4096,3150,1
4096,6561,1
4099,260,1
4099,2955,1
4099,5680,1
4099,6307,1
4099,6451,1
4099,7189,1
4099,8022,1
4100,5365,1
4103,7047,1
4104,650,1
4107,7194,1
4107,9090,1
4108,856,1
4110,2489,1
4110,6426,1
4111,2807,1
4112,3629,1
4113,8292,1
4115,3702,1
4115,5847,1
4116,8789,1
4117,2176,1
4118,3865,1
4118,7873,1
4119,1667,1
4119,8193,1
4120,6698,1
4121,7028,1
4121,7451,1
4122,170,1
4122,6466,1
4123,1164,1
4124,3378,1
4124,4750,1
4124,4809,1
4125,1644,1
4127,7974,1
4127,9173,1
4128,8522,1
4129,4508,1
4129,5609,1
4129,5852,1
4130,496,1
4130,6167,1
4131,1063,1
4131,3016,1
4131,3470,1
4131,6034,1
4133,7489,1
4133,9197,1
4135,2584,1
4135,6136,1
4137,1142,1
4137,6905,1
4139,873,1
4140,2300,1
4141,1311,1
4141,7124,1
4142,7870,1
4144,8874,1
4145,4601,1
4146,829,1
4146,3905,1
4146,4425,1
4146,7245,1
4147,3284,1
4148,1470,1
4148,2139,1
4148,4448,1
4148,7893,1
4149,7061,1
4150,2858,1
4151,7609,1
4152,528,1
4152,8275,1
4153,6469,1
4154,657,1
4154,5261,1
4154,8638,1
4154,8699,1
4157,2928,1
4158,2630,1
4158,9116,1
4159,3159,1
4161,7882,1
4161,8269,1
4163,6238,1
4164,529,1
4167,3529,1
4167,7602,1
4168,102,1
4168,832,1
4169,4465,1
4170,5339,1
4171,978,1
4171,9166,1
4174,9104,1
4176,3088,1
4176,4830,1
4176,7936,1
4178,1328,1
4179,4443,1
4179,7040,1
4180,4702,1
4181,3792,1
4182,2235,1
4182,5873,1
4184,2110,1
4185,7019,1
4187,7889,1
4188,1880,1
4189,5550,1
4189,5764,1
4189,6291,1
4190,3940,1
4191,934,1
4191,6548,1
4192,8230,1
4193,6021,1
4200,6084,1
4201,7219,1
4204,1115,1
4206,1918,1
4207,1829,1
4208,6573,1
4209,8956,1
4210,3889,1
4210,4456,1
4210,5216,1
4211,2624,1
4212,6270,1
4212,7277,1
4213,2537,1
4213,8586,1
4215,8628,1
4216,6028,1
4217,285,1
4217,7416,1
4217,8206,1
4217,9047,1
4218,2418,1
4219,5908,1
4221,8116,1
4222,4796,1
4223,7045,1
4224,1909,1
4225,7128,1
4226,1663,1
4226,6759,1
4226,8690,1
4227,7126,1
4228,647,1
4230,1912,1
4231,26,1
4231,7988,1
4232,7054,1
4233,4316,1
4233,4545,1
4234,1539,1
4234,5413,1
4235,1201,1
4235,2360,1
4235,4656,1
4236,2148,1
4237,1126,1
4237,4920,1
4238,3961,1
4239,6556,1
4240,7938,1
4241,1479,1
4241,4717,1
4242,599,1
4242,7724,1
4243,1034,1
4244,8449,1
4245,2425,1
4247,961,1
4247,6984,1
4248,38,1
4249,7196,1
4251,2132,1
4252,5193,1
4252,6236,1
4254,8863,1
4255,8695,1
4256,8451,1
4257,5209,1
4257,5462,1
4257,5640,1
4258,3100,1
4258,6328,1
4258,7078,1
4260,5833,1
4261,6554,1
4261,8355,1
4262,1729,1
4264,1846,1
4264,7217,1
4266,1097,1
4266,2808,1
4267,8473,1
4268,296,1
4268,1497,1
4268,3617,1
4269,4555,1
4270,2729,1
4271,925,1
4271,4497,1
4272,712,1
4272,6747,1
4272,7951,1
4272,8792,1
4273,224,1
4277,2407,1
4279,1437,1
4280,480,1
4280,8978,1
4281,3248,1
4282,2111,1
4283,342,1
4284,5236,1
4284,7027,1
4286,2519,1
4288,3935,1
4288,4646,1
4289,5307,1
4292,897,1
4292,1827,1
4293,8285,1
4294,732,1
4294,1253,1
4295,6354,1
4296,4350,1
4296,5439,1
4296,6715,1
4297,8803,1
4298,3052,1
4300,314,1
4302,999,1
4302,1010,1
4302,4248,1
4302,8878,1
4303,2693,1
4303,3140,1
4303,4221,1
4304,3524,1
4305,4920,1
4305,7408,1
4306,5589,1
4307,2219,1
4308,5411,1
4309,6573,1
4310,667,1
4310,1829,1
4311,463,1
4311,1853,1
4312,8153,1
4313,8542,1
4314,7571,1
4315,2916,1
4316,3244,1
4316,7990,1
4317,72,1
4321,1149,1
4322,833,1
4322,3472,1
4322,6314,1
4324,749,1
4324,7556,1
4325,6710,1
4326,2704,1
4327,4351,1
4327,5337,1
4327,5619,1
4330,229,1
4331,1857,1
4332,7093,1
4333,4170,1
4334,5005,1
4334,6137,1
4334,8404,1
4336,4249,1
4336,4651,1
4337,2329,1
4337,3210,1
4338,1894,1
4339,6570,1
4339,6857,1
4340,1052,1
4341,3730,1
4342,5225,1
4343,1960,1
4343,8481,1
4345,8429,1
4346,603,1
4346,7118,1
4346,7228,1
4348,5866,1
4348,6316,1
4348,7066,1
4348,9075,1
4349,4498,1
4349,7490,1
4350,648,1
4351,3030,1
4353,5077,1
4353,6053,1
4355,8361,1
4356,1496,1
4356,7292,1
4358,434,1
4360,621,1
4363,6246,1
4364,6487,1
4364,8402,1
4366,1425,1
4366,6193,1
4366,7920,1
4366,8968,1
4367,6089,1
4368,4816,1
4369,4176,1
4370,4050,1
4370,7986,1
4371,7820,1
4371,8939,1
4372,3576,1
4373,131,1
4374,4531,1
4376,4601,1
4377,85,1
4379,6413,1
4381,1610,1
4382,3471,1
4382,6911,1
4382,8579,1
4384,690,1
4384,6925,1
4384,7210,1
4384,8143,1
4386,623,1
4387,9177,1
4388,4008,1
4389,2724,1
4390,5091,1
4391,1195,1
4391,4273,1
4391,5540,1
4391,7549,1
4392,5000,1
4393,130,1
4394,4667,1
4394,6710,1
4395,8913,1
4396,841,1
4396,6317,1
4396,6729,1
4397,1503,1
4400,3290,1
4401,1383,1
4401,2955,1
4402,3817,1
4403,5353,1
4405,768,1
4405,3252,1
4406,186,1
4407,2962,1
4408,1527,1
4410,8691,1
4410,8853,1
4412,7244,1
4415,7729,1
4415,9146,1
4416,4176,1
4420,8654,1
4423,4586,1
4424,5596,1
4426,1265,1
4426,1767,1
4426,1965,1
4426,5616,1
4427,7279,1
4427,8335,1
4428,8534,1
4433,3874,1
4434,5152,1
4435,4734,1
4436,2344,1
4436,4433,1
4437,2345,1
4437,8470,1
4439,1068,1
4441,2156,1
4441,4359,1
4442,5042,1
4443,5978,1
4444,6522,1
4446,2700,1
4446,5096,1
4449,7481,1
4449,8896,1
4450,1501,1
4450,3065,1
4451,62,1
4451,1309,1
4453,8362,1
4454,678,1
4454,851,1
4455,3628,1
4455,8680,1
4456,6912,1
4457,6927,1
4458,3464,1
4463,3826,1
4463,7638,1
4466,2784,1
4466,3321,1
4466,6886,1
4467,249,1
4467,1013,1
4468,499,1
4470,4417,1
4471,17,1
4473,3315,1
4474,1214,1
4476,1945,1
4476,8744,1
4477,838,1
4478,6584,1
4480,1895,1
4481,3186,1
4482,8670,1
4486,9017,1
4488,6451,1
4488,6655,1
4488,6718,1
4490,825,1
4490,2829,1
4490,7656,1
4493,751,1
4493,1513,1
4494,7284,1
4495,4427,1
4496,571,1
4497,5370,1
4498,6900,1
4500,79,1
4500,6589,1
4500,7874,1
4501,2176,1
4501,2513,1
4501,4268,1
4502,2040,1
4502,4516,1
4503,1456,1
4504,4874,1
4506,839,1
4506,2286,1
4506,3520,1
4507,1503,1
4507,4363,1
4509,6987,1
4514,1088,1
4516,1209,1
4516,2880,1
4516,8036,1
4518,7560,1
4519,3907,1
4520,883,1
4521,6316,1
4523,3845,1
4524,325,1
4527,2125,1
4527,7605,1
4529,8515,1
4530,5603,1
4531,6260,1
4532,1634,1
4533,214,1
4533,3517,1
4534,1038,1
4534,3706,1
4535,4789,1
4535,6180,1
4537,2146,1
4537,4902,1
4537,7828,1
4538,978,1
4538,2011,1
4540,2191,1
4541,1249,1
4541,3919,1
4541,5007,1
4541,7464,1
4542,3966,1
4542,7510,1
4544,292,1
4544,6119,1
4544,7338,1
4545,1745,1
4546,1245,1
4547,2976,1
4548,4625,1
4549,3503,1
4550,3346,1
4550,6857,1
4551,8959,1
4552,4449,1
4552,9151,1
4553,4416,1
4554,6382,1
4556,2081,1
4556,4592,1
4557,683,1
4557,7360,1
4559,2062,1
4559,2073,1
4559,6392,1
4560,4833,1
4560,7221,1
4561,5510,1
4561,8399,1
4562,3075,1
4563,7126,1
4563,7993,1
4564,1743,1
4564,4075,1
4565,7018,1
4566,7124,1
4567,6021,1
4567,9085,1
4568,4137,1
4570,3151,1
4570,4184,1
4570,7068,1
4571,8370,1
4572,6809,1
4574,1140,1
4574,7787,1
4576,3180,1
4576,6161,1
4577,4013,1
4578,2409,1
4578,3784,1
4582,5756,1
4583,1781,1
4583,5470,1
4583,7008,1
4585,2567,1
4585,6063,1
4586,6704,1
4588,1232,1
4589,3417,1
4590,1533,1
4590,4911,1
4591,3677,1
4591,8055,1
4592,1471,1
4592,2081,1
4592,7929,1
4593,2944,1
4593,7997,1
4594,3445,1
4595,2997,1
4595,4581,1
4596,2811,1
4596,5235,1
4598,26,1
4599,206,1
4599,3440,1
4600,642,1
4601,81,1
4601,1646,1
4601,6839,1
4603,1850,1
4604,6698,1
4605,5424,1
4606,8399,1
4607,1762,1
4607,5313,1
4608,2599,1
4609,6143,1
4610,1546,1
4610,9000,1
4611,4812,1
4612,9232,1
4614,733,1
4616,5279,1
4616,7260,1
4617,8377,1
4618,8205,1
4620,7676,1
4621,1272,1
4621,4798,1
4622,1773,1
4623,8347,1
4624,6031,1
4625,3722,1
4625,5989,1
4626,4749,1
4628,5134,1
4628,8657,1
4629,7113,1
4629,7926,1
4630,4303,1
4631,5844,1
4631,7027,1
4631,7219,1
4631,8905,1
4633,6850,1
4633,7188,1
4635,1567,1
4637,2906,1
4637,5543,1
4638,791,1
4638,2835,1
4639,7900,1
4640,5430,1
4643,1247,1
4643,7181,1
4644,1086,1
4644,2849,1
4645,4023,1
4645,7711,1
4648,2004,1
4651,1872,1
4651,4253,1
4651,7428,1
4652,597,1
4653,653,1
4654,530,1
4655,7796,1
4657,4204,1
4659,9038,1
4662,394,1
4663,519,1
4663,3291,1
4663,6443,1
4665,4495,1
4665,7563,1
4666,565,1
